Jahr;Monat;Tag;Umsatz;Bodenrinnen;Duschrinnen
2017;August;20;2713,91;542,78;2171,13
2017;August;21;1997,4;399,48;1597,92
2017;August;22;2455,32;491,06;1964,26
2017;August;23;3870,83;774,17;3096,66
2017;August;24;2331,44;466,29;1865,15
2017;August;25;3372,59;674,52;2698,08
2017;August;26;2098,02;419,6;1678,41
2017;August;27;2983,66;596,73;2386,93
2017;August;28;1941,01;388,2;1552,81
2017;August;29;3824,72;764,94;3059,77
2017;August;30;2553,92;510,78;2043,14
2017;August;31;3382,35;676,47;2705,88
2017;September;1;1853,84;370,77;1483,07
2017;September;2;3353,5;670,7;2682,8
2017;September;3;2954,09;590,82;2363,28
2017;September;4;2881,5;576,3;2305,2
2017;September;5;2661,2;532,24;2128,96
2017;September;6;3316,39;663,28;2653,11
2017;September;7;2408,59;481,72;1926,87
2017;September;8;3090,83;618,17;2472,66
2017;September;9;3264,97;652,99;2611,98
2017;September;10;3260,84;652,17;2608,68
2017;September;11;2823,32;564,66;2258,66
2017;September;12;2776,11;555,22;2220,89
2017;September;13;2119,49;423,9;1695,59
2017;September;14;2128,57;425,71;1702,86
2017;September;15;2091,84;418,37;1673,47
2017;September;16;3093,6;618,72;2474,88
2017;September;17;2699,32;539,86;2159,45
2017;September;18;3565,35;713,07;2852,28
2017;September;19;2450,75;490,15;1960,6
2017;September;20;2461,7;492,34;1969,36
2017;September;21;2364,57;472,91;1891,65
2017;September;22;2676,24;535,25;2140,99
2017;September;23;2366,5;473,3;1893,2
2017;September;24;2815,36;563,07;2252,29
2017;September;25;2674,78;534,96;2139,82
2017;September;26;2641,36;528,27;2113,08
2017;September;27;2323,5;464,7;1858,8
2017;September;28;2477,82;495,56;1982,25
2017;September;29;3160,0;632,0;2528,0
2017;September;30;2670,34;534,07;2136,27
2017;October;1;2238,73;447,75;1790,99
2017;October;2;2669,11;533,82;2135,29
2017;October;3;1699,02;339,8;1359,22
2017;October;4;3248,76;649,75;2599,01
2017;October;5;2182,22;436,44;1745,78
2017;October;6;1993,43;398,69;1594,74
2017;October;7;2344,11;468,82;1875,29
2017;October;8;2066,15;413,23;1652,92
2017;October;9;2734,91;546,98;2187,93
2017;October;10;2984,71;596,94;2387,77
2017;October;11;2578,48;515,7;2062,78
2017;October;12;2365,61;473,12;1892,49
2017;October;13;2538,88;507,78;2031,1
2017;October;14;3148,55;629,71;2518,84
2017;October;15;3052,76;610,55;2442,21
2017;October;16;3003,32;600,66;2402,66
2017;October;17;3110,66;622,13;2488,53
2017;October;18;2627,76;525,55;2102,2
2017;October;19;2695,01;539,0;2156,01
2017;October;20;2978,24;595,65;2382,59
2017;October;21;2098,7;419,74;1678,96
2017;October;22;1821,42;364,28;1457,14
2017;October;23;2003,21;400,64;1602,57
2017;October;24;2788,41;557,68;2230,73
2017;October;25;2235,96;447,19;1788,77
2017;October;26;3005,1;601,02;2404,08
2017;October;27;1721,28;344,26;1377,02
2017;October;28;2675,56;535,11;2140,45
2017;October;29;2822,26;564,45;2257,81
2017;October;30;2316,45;463,29;1853,16
2017;October;31;3122,48;624,5;2497,98
2017;November;1;2074,56;414,91;1659,64
2017;November;2;2472,96;494,59;1978,37
2017;November;3;2048,33;409,67;1638,66
2017;November;4;1884,45;376,89;1507,56
2017;November;5;3611,47;722,29;2889,18
2017;November;6;2756,5;551,3;2205,2
2017;November;7;2475,7;495,14;1980,56
2017;November;8;3685,28;737,06;2948,22
2017;November;9;3162,65;632,53;2530,12
2017;November;10;3442,83;688,57;2754,27
2017;November;11;3418,51;683,7;2734,81
2017;November;12;3464,69;692,94;2771,75
2017;November;13;2958,37;591,67;2366,69
2017;November;14;3340,78;668,16;2672,62
2017;November;15;2891,29;578,26;2313,03
2017;November;16;2251,14;450,23;1800,91
2017;November;17;1914,67;382,93;1531,74
2017;November;18;3135,32;627,06;2508,26
2017;November;19;3599,17;719,83;2879,34
2017;November;20;2134,1;426,82;1707,28
2017;November;21;2741,11;548,22;2192,89
2017;November;22;2783,08;556,62;2226,47
2017;November;23;2134,62;426,92;1707,69
2017;November;24;1914,72;382,94;1531,78
2017;November;25;2022,33;404,47;1617,87
2017;November;26;3067,19;613,44;2453,75
2017;November;27;2425,06;485,01;1940,04
2017;November;28;3277,79;655,56;2622,23
2017;November;29;1900,1;380,02;1520,08
2017;November;30;2380,48;476,1;1904,39
2017;December;1;2576,0;515,2;2060,8
2017;December;2;1757,99;351,6;1406,39
2017;December;3;2201,42;440,28;1761,13
2017;December;4;2857,06;571,41;2285,65
2017;December;5;3325,81;665,16;2660,65
2017;December;6;3174,55;634,91;2539,64
2017;December;7;2530,29;506,06;2024,23
2017;December;8;2901,35;580,27;2321,08
2017;December;9;2787,26;557,45;2229,8
2017;December;10;3118,02;623,6;2494,42
2017;December;11;2381,25;476,25;1905,0
2017;December;12;2742,27;548,45;2193,82
2017;December;13;3294,91;658,98;2635,92
2017;December;14;2538,39;507,68;2030,71
2017;December;15;2400,82;480,16;1920,65
2017;December;16;2825,48;565,1;2260,39
2017;December;17;1856,19;371,24;1484,95
2017;December;18;2150,12;430,02;1720,09
2017;December;19;2958,83;591,77;2367,06
2017;December;20;2167,47;433,49;1733,98
2017;December;21;1869,54;373,91;1495,63
2017;December;22;2851,17;570,23;2280,94
2017;December;23;2349,97;469,99;1879,98
2017;December;24;2773,42;554,68;2218,73
2017;December;25;2661,25;532,25;2129,0
2017;December;26;1851,59;370,32;1481,27
2017;December;27;1980,6;396,12;1584,48
2017;December;28;2329,2;465,84;1863,36
2017;December;29;1899,43;379,89;1519,54
2017;December;30;2580,62;516,12;2064,5
2017;December;31;2150,99;430,2;1720,79
2018;January;1;1883,85;376,77;1507,08
2018;January;2;2066,47;413,29;1653,17
2018;January;3;2517,6;503,52;2014,08
2018;January;4;3157,53;631,51;2526,02
2018;January;5;1815,36;363,07;1452,29
2018;January;6;3204,72;640,94;2563,78
2018;January;7;2564,24;512,85;2051,39
2018;January;8;2853,44;570,69;2282,75
2018;January;9;1841,68;368,34;1473,34
2018;January;10;2538,13;507,63;2030,5
2018;January;11;2694,38;538,88;2155,5
2018;January;12;2134,62;426,92;1707,7
2018;January;13;2835,77;567,15;2268,62
2018;January;14;1882,85;376,57;1506,28
2018;January;15;3208,22;641,64;2566,58
2018;January;16;2733,73;546,75;2186,99
2018;January;17;2015,59;403,12;1612,47
2018;January;18;1981,28;396,26;1585,03
2018;January;19;2832,47;566,49;2265,98
2018;January;20;2533,39;506,68;2026,72
2018;January;21;2003,36;400,67;1602,69
2018;January;22;2999,21;599,84;2399,37
2018;January;23;1885,35;377,07;1508,28
2018;January;24;1879,67;375,93;1503,74
2018;January;25;2893,56;578,71;2314,85
2018;January;26;3347,06;669,41;2677,64
2018;January;27;1962,85;392,57;1570,28
2018;January;28;2344,33;468,87;1875,46
2018;January;29;2774,55;554,91;2219,64
2018;January;30;1822,12;364,42;1457,69
2018;January;31;2755,74;551,15;2204,6
2018;February;1;2979,18;595,84;2383,34
2018;February;2;3473,02;694,6;2778,41
2018;February;3;2728,19;545,64;2182,55
2018;February;4;2102,28;420,46;1681,83
2018;February;5;2355,25;471,05;1884,2
2018;February;6;3004,3;600,86;2403,44
2018;February;7;3759,95;751,99;3007,96
2018;February;8;2766,38;553,28;2213,1
2018;February;9;2879,38;575,88;2303,51
2018;February;10;3692,15;738,43;2953,72
2018;February;11;3332,47;666,49;2665,98
2018;February;12;3350,92;670,18;2680,73
2018;February;13;2482,26;496,45;1985,81
2018;February;14;3333,86;666,77;2667,09
2018;February;15;2209,07;441,81;1767,25
2018;February;16;3535,85;707,17;2828,68
2018;February;17;2964,21;592,84;2371,37
2018;February;18;2951,22;590,24;2360,97
2018;February;19;3425,73;685,15;2740,59
2018;February;20;3809,84;761,97;3047,87
2018;February;21;2566,88;513,38;2053,5
2018;February;22;3352,54;670,51;2682,03
2018;February;23;2953,25;590,65;2362,6
2018;February;24;3683,04;736,61;2946,43
2018;February;25;2471,41;494,28;1977,13
2018;February;26;3346,56;669,31;2677,25
2018;February;27;2575,1;515,02;2060,08
2018;February;28;2325,01;465,0;1860,0
2018;March;1;2825,83;565,17;2260,66
2018;March;2;2377,73;475,55;1902,19
2018;March;3;2320,7;464,14;1856,56
2018;March;4;3264,33;652,87;2611,46
2018;March;5;2268,68;453,74;1814,94
2018;March;6;2769,29;553,86;2215,43
2018;March;7;2019,23;403,85;1615,39
2018;March;8;3170,48;634,1;2536,39
2018;March;9;2165,52;433,1;1732,42
2018;March;10;3026,06;605,21;2420,85
2018;March;11;2964,9;592,98;2371,92
2018;March;12;3018,83;603,77;2415,07
2018;March;13;1933,17;386,63;1546,54
2018;March;14;1971,56;394,31;1577,25
2018;March;15;2260,83;452,17;1808,66
2018;March;16;2135,2;427,04;1708,16
2018;March;17;2485,77;497,15;1988,62
2018;March;18;1843,75;368,75;1475,0
2018;March;19;3130,1;626,02;2504,08
2018;March;20;1986,91;397,38;1589,52
2018;March;21;1834,76;366,95;1467,81
2018;March;22;3100,71;620,14;2480,57
2018;March;23;2361,37;472,27;1889,09
2018;March;24;1922,96;384,59;1538,37
2018;March;25;1808,87;361,77;1447,09
2018;March;26;2750,51;550,1;2200,41
2018;March;27;2649,13;529,83;2119,31
2018;March;28;3100,93;620,19;2480,74
2018;March;29;3003,81;600,76;2403,05
2018;March;30;1974,32;394,86;1579,45
2018;March;31;2095,89;419,18;1676,72
2018;April;1;3421,64;684,33;2737,31
2018;April;2;3300,62;660,12;2640,49
2018;April;3;2272,39;454,48;1817,91
2018;April;4;3665,7;733,14;2932,56
2018;April;5;2267,92;453,58;1814,34
2018;April;6;2925,05;585,01;2340,04
2018;April;7;2570,57;514,11;2056,46
2018;April;8;2570,07;514,01;2056,05
2018;April;9;2849,61;569,92;2279,69
2018;April;10;3452,63;690,53;2762,1
2018;April;11;2678,92;535,78;2143,14
2018;April;12;2405,32;481,06;1924,26
2018;April;13;1985,59;397,12;1588,47
2018;April;14;3472,86;694,57;2778,29
2018;April;15;2610,56;522,11;2088,45
2018;April;16;2893,84;578,77;2315,07
2018;April;17;2074,11;414,82;1659,29
2018;April;18;2560,44;512,09;2048,35
2018;April;19;2553,42;510,68;2042,74
2018;April;20;2465,37;493,07;1972,3
2018;April;21;3423,47;684,69;2738,78
2018;April;22;3615,65;723,13;2892,52
2018;April;23;2013,69;402,74;1610,96
2018;April;24;3461,37;692,27;2769,09
2018;April;25;3635,36;727,07;2908,29
2018;April;26;2309,08;461,82;1847,26
2018;April;27;2885,21;577,04;2308,17
2018;April;28;3754,96;750,99;3003,97
2018;April;29;2452,67;490,53;1962,14
2018;April;30;2976,19;595,24;2380,95
2018;May;1;2615,45;523,09;2092,36
2018;May;2;2359,98;472,0;1887,98
2018;May;3;2080,07;416,01;1664,05
2018;May;4;2963,31;592,66;2370,65
2018;May;5;3382,9;676,58;2706,32
2018;May;6;3054,89;610,98;2443,92
2018;May;7;2923,53;584,71;2338,83
2018;May;8;1980,14;396,03;1584,11
2018;May;9;3599,24;719,85;2879,39
2018;May;10;3071,22;614,24;2456,98
2018;May;11;3865,0;773,0;3092,0
2018;May;12;3477,25;695,45;2781,8
2018;May;13;2224,5;444,9;1779,6
2018;May;14;3201,08;640,22;2560,87
2018;May;15;2713,82;542,76;2171,05
2018;May;16;2152,27;430,45;1721,82
2018;May;17;2937,22;587,44;2349,77
2018;May;18;2850,32;570,06;2280,25
2018;May;19;2606,5;521,3;2085,2
2018;May;20;3304,41;660,88;2643,53
2018;May;21;2778,08;555,62;2222,46
2018;May;22;3903,31;780,66;3122,65
2018;May;23;3681,44;736,29;2945,15
2018;May;24;3808,01;761,6;3046,41
2018;May;25;3735,67;747,13;2988,54
2018;May;26;2395,5;479,1;1916,4
2018;May;27;2423,57;484,71;1938,85
2018;May;28;3701,47;740,29;2961,18
2018;May;29;3717,77;743,55;2974,22
2018;May;30;2397,38;479,48;1917,9
2018;May;31;2893,12;578,62;2314,49
2018;June;1;2139,21;427,84;1711,37
2018;June;2;3293,6;658,72;2634,88
2018;June;3;2608,31;521,66;2086,65
2018;June;4;2563,65;512,73;2050,92
2018;June;5;3512,88;702,58;2810,3
2018;June;6;3645,0;729,0;2916,0
2018;June;7;2639,11;527,82;2111,29
2018;June;8;2704,32;540,86;2163,46
2018;June;9;3197,73;639,55;2558,18
2018;June;10;3446,73;689,35;2757,38
2018;June;11;3558,1;711,62;2846,48
2018;June;12;3199,94;639,99;2559,96
2018;June;13;2547,46;509,49;2037,97
2018;June;14;2675,27;535,05;2140,21
2018;June;15;2786,1;557,22;2228,88
2018;June;16;3445,25;689,05;2756,2
2018;June;17;3537,18;707,44;2829,74
2018;June;18;3548,49;709,7;2838,79
2018;June;19;2961,68;592,34;2369,35
2018;June;20;2593,18;518,64;2074,54
2018;June;21;3769,46;753,89;3015,56
2018;June;22;2321,4;464,28;1857,12
2018;June;23;3433,03;686,61;2746,43
2018;June;24;3459,44;691,89;2767,55
2018;June;25;2808,33;561,67;2246,66
2018;June;26;3574,74;714,95;2859,79
2018;June;27;3451,64;690,33;2761,31
2018;June;28;3874,55;774,91;3099,64
2018;June;29;3590,89;718,18;2872,71
2018;June;30;2952,74;590,55;2362,19
2018;July;1;3492,01;698,4;2793,61
2018;July;2;3809,38;761,88;3047,51
2018;July;3;2547,36;509,47;2037,89
2018;July;4;3118,05;623,61;2494,44
2018;July;5;3678,33;735,67;2942,66
2018;July;6;2369,0;473,8;1895,2
2018;July;7;2902,27;580,45;2321,81
2018;July;8;3588,89;717,78;2871,11
2018;July;9;3594,52;718,9;2875,62
2018;July;10;4163,88;832,78;3331,11
2018;July;11;2385,64;477,13;1908,51
2018;July;12;2993,03;598,61;2394,42
2018;July;13;3705,75;741,15;2964,6
2018;July;14;3551,63;710,33;2841,3
2018;July;15;3032,73;606,55;2426,18
2018;July;16;3510,43;702,09;2808,34
2018;July;17;2566,53;513,31;2053,23
2018;July;18;3895,9;779,18;3116,72
2018;July;19;3519,96;703,99;2815,96
2018;July;20;2228,92;445,78;1783,14
2018;July;21;3088,01;617,6;2470,41
2018;July;22;2471,45;494,29;1977,16
2018;July;23;2238,89;447,78;1791,11
2018;July;24;3024,85;604,97;2419,88
2018;July;25;2619,22;523,84;2095,38
2018;July;26;2591,89;518,38;2073,51
2018;July;27;2664,62;532,92;2131,7
2018;July;28;3678,28;735,66;2942,63
2018;July;29;3126,94;625,39;2501,55
2018;July;30;2550,66;510,13;2040,53
2018;July;31;2390,38;478,08;1912,3
2018;August;1;3829,75;765,95;3063,8
2018;August;2;3085,35;617,07;2468,28
2018;August;3;2827,37;565,47;2261,9
2018;August;4;3688,78;737,76;2951,03
2018;August;5;2990,64;598,13;2392,51
2018;August;6;2419,97;483,99;1935,98
2018;August;7;3372,32;674,46;2697,86
2018;August;8;3132,28;626,46;2505,82
2018;August;9;2512,15;502,43;2009,72
2018;August;10;3486,07;697,21;2788,86
2018;August;11;3950,9;790,18;3160,72
2018;August;12;3747,64;749,53;2998,11
2018;August;13;2606,05;521,21;2084,84
2018;August;14;3173,36;634,67;2538,68
2018;August;15;2275,04;455,01;1820,03
2018;August;16;2529,98;506,0;2023,98
2018;August;17;2969,16;593,83;2375,33
2018;August;18;2615,59;523,12;2092,48
2018;August;19;3130,59;626,12;2504,48
2018;August;20;2796,07;559,21;2236,86
2018;August;21;3139,66;627,93;2511,73
2018;August;22;3065,29;613,06;2452,23
2018;August;23;2188,65;437,73;1750,92
2018;August;24;3459,88;691,98;2767,91
2018;August;25;2517,56;503,51;2014,05
2018;August;26;3648,15;729,63;2918,52
2018;August;27;3194,47;638,89;2555,57
2018;August;28;2476,27;495,25;1981,02
2018;August;29;2330,15;466,03;1864,12
2018;August;30;3577,34;715,47;2861,87
2018;August;31;2113,92;422,78;1691,14
2018;September;1;2343,14;468,63;1874,51
2018;September;2;2385,5;477,1;1908,4
2018;September;3;3510,68;702,14;2808,55
2018;September;4;1979,95;395,99;1583,96
2018;September;5;2506,04;501,21;2004,83
2018;September;6;3242,59;648,52;2594,07
2018;September;7;3421,36;684,27;2737,09
2018;September;8;2064,74;412,95;1651,79
2018;September;9;2346,84;469,37;1877,47
2018;September;10;3371,96;674,39;2697,57
2018;September;11;2552,13;510,43;2041,71
2018;September;12;3524,96;704,99;2819,97
2018;September;13;1820,11;364,02;1456,09
2018;September;14;2412,65;482,53;1930,12
2018;September;15;3248,76;649,75;2599,01
2018;September;16;2189,46;437,89;1751,57
2018;September;17;2288,06;457,61;1830,45
2018;September;18;2543,01;508,6;2034,41
2018;September;19;3065,93;613,19;2452,74
2018;September;20;3489,86;697,97;2791,89
2018;September;21;2584,43;516,89;2067,55
2018;September;22;2434,88;486,98;1947,9
2018;September;23;2820,12;564,02;2256,1
2018;September;24;2651,92;530,38;2121,53
2018;September;25;3235,04;647,01;2588,03
2018;September;26;3472,07;694,41;2777,66
2018;September;27;2347,9;469,58;1878,32
2018;September;28;2641,7;528,34;2113,36
2018;September;29;2844,16;568,83;2275,33
2018;September;30;2977,33;595,47;2381,86
2018;October;1;2522,26;504,45;2017,81
2018;October;2;1871,73;374,35;1497,39
2018;October;3;2798,43;559,69;2238,75
2018;October;4;3234,37;646,87;2587,49
2018;October;5;3037,35;607,47;2429,88
2018;October;6;2870,41;574,08;2296,33
2018;October;7;2687,85;537,57;2150,28
2018;October;8;2985,97;597,19;2388,77
2018;October;9;1808,97;361,79;1447,18
2018;October;10;1981,58;396,32;1585,26
2018;October;11;2372,79;474,56;1898,23
2018;October;12;2222,93;444,59;1778,34
2018;October;13;3336,76;667,35;2669,41
2018;October;14;2578,33;515,67;2062,66
2018;October;15;2607,54;521,51;2086,03
2018;October;16;1966,92;393,38;1573,54
2018;October;17;1873,46;374,69;1498,77
2018;October;18;3566,01;713,2;2852,81
2018;October;19;1814,15;362,83;1451,32
2018;October;20;3059,13;611,83;2447,3
2018;October;21;2939,55;587,91;2351,64
2018;October;22;3394,28;678,86;2715,42
2018;October;23;2664,04;532,81;2131,23
2018;October;24;1975,71;395,14;1580,56
2018;October;25;2752,21;550,44;2201,77
2018;October;26;3134,4;626,88;2507,52
2018;October;27;3562,05;712,41;2849,64
2018;October;28;2171,16;434,23;1736,93
2018;October;29;3342,24;668,45;2673,8
2018;October;30;3038,4;607,68;2430,72
2018;October;31;1930,29;386,06;1544,24
2018;November;1;2237,74;447,55;1790,19
2018;November;2;3066,96;613,39;2453,57
2018;November;3;2359,02;471,8;1887,22
2018;November;4;2639,77;527,95;2111,82
2018;November;5;3047,43;609,49;2437,94
2018;November;6;2161,76;432,35;1729,41
2018;November;7;2994,7;598,94;2395,76
2018;November;8;2260,96;452,19;1808,77
2018;November;9;2089,5;417,9;1671,6
2018;November;10;3486,44;697,29;2789,15
2018;November;11;3305,55;661,11;2644,44
2018;November;12;3236,96;647,39;2589,57
2018;November;13;2717,04;543,41;2173,63
2018;November;14;3503,6;700,72;2802,88
2018;November;15;3191,58;638,32;2553,27
2018;November;16;2530,23;506,05;2024,18
2018;November;17;2059,84;411,97;1647,87
2018;November;18;1999,03;399,81;1599,22
2018;November;19;2957,28;591,46;2365,83
2018;November;20;3154,77;630,95;2523,81
2018;November;21;2567,11;513,42;2053,69
2018;November;22;3353,01;670,6;2682,41
2018;November;23;2519,34;503,87;2015,47
2018;November;24;3412,43;682,49;2729,94
2018;November;25;3587,27;717,45;2869,82
2018;November;26;3443,75;688,75;2755,0
2018;November;27;2884,08;576,82;2307,26
2018;November;28;2742,82;548,56;2194,26
2018;November;29;2830,28;566,06;2264,22
2018;November;30;2721,02;544,2;2176,82
2018;December;1;2278,49;455,7;1822,79
2018;December;2;2516,2;503,24;2012,96
2018;December;3;3528,27;705,65;2822,62
2018;December;4;3551,6;710,32;2841,28
2018;December;5;2612,73;522,55;2090,18
2018;December;6;1925,21;385,04;1540,17
2018;December;7;3174,65;634,93;2539,72
2018;December;8;3124,37;624,87;2499,49
2018;December;9;3072,26;614,45;2457,81
2018;December;10;2751,73;550,35;2201,38
2018;December;11;3744,94;748,99;2995,95
2018;December;12;3587,08;717,42;2869,67
2018;December;13;2943,62;588,72;2354,89
2018;December;14;1987,63;397,53;1590,1
2018;December;15;2547,35;509,47;2037,88
2018;December;16;1932,54;386,51;1546,03
2018;December;17;2051,11;410,22;1640,89
2018;December;18;3155,93;631,19;2524,74
2018;December;19;2636,54;527,31;2109,23
2018;December;20;2262,02;452,4;1809,61
2018;December;21;2871,3;574,26;2297,04
2018;December;22;3582,76;716,55;2866,21
2018;December;23;2361,97;472,39;1889,58
2018;December;24;2797,14;559,43;2237,71
2018;December;25;2459,66;491,93;1967,73
2018;December;26;2673,09;534,62;2138,48
2018;December;27;3093,19;618,64;2474,56
2018;December;28;3358,58;671,72;2686,86
2018;December;29;2786,4;557,28;2229,12
2018;December;30;1945,72;389,14;1556,57
2018;December;31;3537,18;707,44;2829,74
2019;January;1;2951,89;590,38;2361,51
2019;January;2;3423,21;684,64;2738,57
2019;January;3;2569,53;513,91;2055,62
2019;January;4;2767,1;553,42;2213,68
2019;January;5;3033,21;606,64;2426,57
2019;January;6;2795,92;559,18;2236,73
2019;January;7;3177,95;635,59;2542,36
2019;January;8;2943,17;588,63;2354,54
2019;January;9;2446,31;489,26;1957,05
2019;January;10;3006,14;601,23;2404,91
2019;January;11;2226,47;445,29;1781,18
2019;January;12;2706,23;541,25;2164,99
2019;January;13;2902,69;580,54;2322,16
2019;January;14;3016,77;603,35;2413,41
2019;January;15;2762,99;552,6;2210,39
2019;January;16;2768,95;553,79;2215,16
2019;January;17;3000,53;600,11;2400,43
2019;January;18;3362,38;672,48;2689,9
2019;January;19;2692,22;538,44;2153,77
2019;January;20;2050,35;410,07;1640,28
2019;January;21;3292,24;658,45;2633,79
2019;January;22;3270,71;654,14;2616,57
2019;January;23;2018,09;403,62;1614,47
2019;January;24;3181,78;636,36;2545,43
2019;January;25;2544,16;508,83;2035,33
2019;January;26;3155,31;631,06;2524,25
2019;January;27;2147,96;429,59;1718,36
2019;January;28;2491,81;498,36;1993,45
2019;January;29;3062,36;612,47;2449,89
2019;January;30;3183,61;636,72;2546,89
2019;January;31;3352,25;670,45;2681,8
2019;February;1;2830,11;566,02;2264,09
2019;February;2;2668,16;533,63;2134,53
2019;February;3;2291,8;458,36;1833,44
2019;February;4;3429,64;685,93;2743,71
2019;February;5;3792,07;758,41;3033,65
2019;February;6;4025,61;805,12;3220,49
2019;February;7;2452,36;490,47;1961,89
2019;February;8;3883,57;776,71;3106,85
2019;February;9;3988,22;797,64;3190,57
2019;February;10;3384,75;676,95;2707,8
2019;February;11;3117,35;623,47;2493,88
2019;February;12;2941,96;588,39;2353,57
2019;February;13;3743,35;748,67;2994,68
2019;February;14;2238,09;447,62;1790,47
2019;February;15;3562,9;712,58;2850,32
2019;February;16;2361,38;472,28;1889,11
2019;February;17;3286,32;657,26;2629,06
2019;February;18;3843,72;768,74;3074,97
2019;February;19;2695,3;539,06;2156,24
2019;February;20;4017,68;803,54;3214,15
2019;February;21;2986,41;597,28;2389,13
2019;February;22;2475,35;495,07;1980,28
2019;February;23;3821,7;764,34;3057,36
2019;February;24;3497,88;699,58;2798,3
2019;February;25;4050,92;810,18;3240,73
2019;February;26;2269,25;453,85;1815,4
2019;February;27;2264,87;452,97;1811,89
2019;February;28;3168,59;633,72;2534,87
2019;March;1;2649,3;529,86;2119,44
2019;March;2;3141,26;628,25;2513,01
2019;March;3;2161,73;432,35;1729,38
2019;March;4;3046,41;609,28;2437,13
2019;March;5;2823,25;564,65;2258,6
2019;March;6;2219,65;443,93;1775,72
2019;March;7;2547,86;509,57;2038,29
2019;March;8;3862,17;772,43;3089,74
2019;March;9;3452,13;690,43;2761,71
2019;March;10;2755,18;551,04;2204,15
2019;March;11;2961,16;592,23;2368,93
2019;March;12;3617,99;723,6;2894,39
2019;March;13;2348,13;469,63;1878,5
2019;March;14;3030,47;606,09;2424,38
2019;March;15;1953,99;390,8;1563,19
2019;March;16;2957,96;591,59;2366,37
2019;March;17;2472,31;494,46;1977,85
2019;March;18;3533,53;706,71;2826,82
2019;March;19;2186,77;437,35;1749,41
2019;March;20;2411,8;482,36;1929,44
2019;March;21;2760,47;552,09;2208,37
2019;March;22;3115,42;623,08;2492,34
2019;March;23;3551,09;710,22;2840,87
2019;March;24;3439,26;687,85;2751,41
2019;March;25;2588,3;517,66;2070,64
2019;March;26;3111,04;622,21;2488,83
2019;March;27;2589,99;518,0;2071,99
2019;March;28;2045,0;409,0;1636,0
2019;March;29;2011,58;402,32;1609,26
2019;March;30;2868,95;573,79;2295,16
2019;March;31;2875,16;575,03;2300,13
2019;April;1;3880,51;776,1;3104,41
2019;April;2;3790,49;758,1;3032,4
2019;April;3;2557,41;511,48;2045,93
2019;April;4;2864,51;572,9;2291,61
2019;April;5;2633,39;526,68;2106,71
2019;April;6;2215,88;443,18;1772,71
2019;April;7;2492,35;498,47;1993,88
2019;April;8;3843,2;768,64;3074,56
2019;April;9;2074,11;414,82;1659,29
2019;April;10;3330,62;666,12;2664,5
2019;April;11;3673,81;734,76;2939,05
2019;April;12;2927,11;585,42;2341,69
2019;April;13;3066,14;613,23;2452,91
2019;April;14;3107,69;621,54;2486,15
2019;April;15;2444,07;488,81;1955,25
2019;April;16;2622,16;524,43;2097,73
2019;April;17;3395,04;679,01;2716,03
2019;April;18;2511,27;502,25;2009,02
2019;April;19;3533,07;706,61;2826,46
2019;April;20;3906,12;781,22;3124,89
2019;April;21;2736,58;547,32;2189,26
2019;April;22;3146,59;629,32;2517,27
2019;April;23;2269,96;453,99;1815,97
2019;April;24;1980,71;396,14;1584,57
2019;April;25;3828,87;765,77;3063,1
2019;April;26;2672,99;534,6;2138,39
2019;April;27;3231,79;646,36;2585,44
2019;April;28;3034,71;606,94;2427,76
2019;April;29;2343,22;468,64;1874,58
2019;April;30;3078,94;615,79;2463,15
2019;May;1;2533,17;506,63;2026,53
2019;May;2;3694,19;738,84;2955,35
2019;May;3;3891,0;778,2;3112,8
2019;May;4;2417,64;483,53;1934,11
2019;May;5;2849,24;569,85;2279,39
2019;May;6;3941,72;788,34;3153,37
2019;May;7;2503,85;500,77;2003,08
2019;May;8;3245,83;649,17;2596,66
2019;May;9;3088,98;617,8;2471,19
2019;May;10;3641,08;728,22;2912,87
2019;May;11;3745,5;749,1;2996,4
2019;May;12;2886,69;577,34;2309,35
2019;May;13;2915,31;583,06;2332,25
2019;May;14;3171,56;634,31;2537,25
2019;May;15;3888,94;777,79;3111,15
2019;May;16;2550,69;510,14;2040,55
2019;May;17;3772,57;754,51;3018,06
2019;May;18;3674,7;734,94;2939,76
2019;May;19;3189,63;637,93;2551,7
2019;May;20;2503,27;500,65;2002,62
2019;May;21;3048,57;609,71;2438,86
2019;May;22;4248,23;849,65;3398,58
2019;May;23;3047,95;609,59;2438,36
2019;May;24;3145,02;629,0;2516,01
2019;May;25;2353,57;470,71;1882,85
2019;May;26;2221,13;444,23;1776,91
2019;May;27;3365,37;673,07;2692,29
2019;May;28;3322,24;664,45;2657,79
2019;May;29;2361,36;472,27;1889,09
2019;May;30;2323,85;464,77;1859,08
2019;May;31;2236,4;447,28;1789,12
2019;June;1;3323,77;664,75;2659,02
2019;June;2;3552,87;710,57;2842,3
2019;June;3;3178,71;635,74;2542,96
2019;June;4;2676,12;535,22;2140,89
2019;June;5;2696,13;539,23;2156,91
2019;June;6;2954,78;590,96;2363,82
2019;June;7;3553,13;710,63;2842,5
2019;June;8;3500,52;700,1;2800,42
2019;June;9;4028,99;805,8;3223,19
2019;June;10;2964,88;592,98;2371,9
2019;June;11;2685,55;537,11;2148,44
2019;June;12;4090,6;818,12;3272,48
2019;June;13;3376,17;675,23;2700,94
2019;June;14;3492,98;698,6;2794,38
